Healthy	Unhealthy	Background_Blue	Background_Dark
57,109,34	165,151,151		
56,108,33	131,121,122		
56,108,33	104,98,98		
37,89,27	119,108,112		
36,87,28	83,67,52		
36,86,23	84,68,53		
64,120,49	85,69,54		
63,116,46	88,72,57		
62,113,44	87,71,58		
67,116,50	255,186,83		
67,118,51	255,179,79		
72,121,55	255,174,75		
65,121,48	239,166,71		
65,121,48	227,160,69		
69,123,48	255,223,89		
66,114,38	255,225,91		
66,114,38	231,209,90		
67,118,41	253,211,93		
50,102,28	235,201,91		
46,98,26	199,171,74		
45,96,27	197,168,76		
60,102,56	196,167,73		
61,103,57	208,174,76		
61,100,55	205,171,74		
54,106,34	145,139,139		
55,107,33	135,130,127		
55,107,32	124,119,115		
56,109,31	108,105,98		
55,108,30	130,120,118		
53,106,28	83,70,54		
35,87,25	86,73,57		
35,87,25	91,78,62		
38,88,25	94,80,67		
68,121,53	88,74,61		
65,116,47	255,175,80		
63,113,44	254,171,77		
62,112,43	240,167,72		
62,113,46	231,161,66		
70,119,53	217,158,64		
73,118,59	253,231,85		
75,121,59	245,221,85		
75,124,59	255,230,91		
65,110,43	253,213,91		
68,110,44	242,205,88		
70,112,46	191,168,72		
63,107,44	196,170,75		
63,109,45	203,174,74		
66,112,50	220,183,76		
56,113,36	205,170,76		
52,109,30	162,156,156		
51,110,30	157,152,149		
96,138,100	145,140,136		
92,134,96	137,134,129		
95,142,100	133,123,121		
49,102,20	88,76,62		
48,101,19	87,75,61		
48,101,21	91,79,65		
63,114,35	94,82,68		
62,113,34	89,77,63		
61,110,31	235,168,77		
84,133,54	221,160,71		
79,127,51	214,155,65		
76,123,43	220,162,63		
74,120,58	221,161,65		
74,120,58	235,214,86		
71,120,54	221,211,88		
73,115,52	232,212,91		
69,109,46	255,221,95		
71,113,47	255,231,97		
61,105,42	190,167,71		
61,105,44	193,169,71		
64,108,47	195,169,72		
56,114,38	199,171,71		
53,111,35	197,164,69		
51,109,33	160,155,152		
94,139,100	158,153,150		
87,129,93	157,152,149		
90,132,94	144,141,136		
51,103,21	125,115,114		
51,103,21	94,85,70		
52,103,24	88,79,64		
61,112,33	91,79,65		
66,115,36	96,84,70		
63,112,33	94,82,68		
85,137,55	241,165,71		
80,128,52	231,158,64		
81,126,45	222,156,62		
75,120,61	219,155,65		
71,117,55	213,160,66		
68,114,49	230,210,87		
75,117,53	235,217,91		
70,112,48	231,213,89		
73,115,51	255,239,95		
61,105,44	255,255,97		
62,106,45	206,158,84		
64,108,49	215,162,82		
54,112,38	222,165,84		
54,112,36	214,163,84		
54,110,37	210,158,83		
92,136,100	254,201,89		
84,126,90	254,216,91		
88,128,93	253,200,84		
51,103,21	239,196,81		
53,105,23	236,186,71		
54,105,26	183,147,111		
61,113,31	172,138,101		
62,114,32	168,136,98		
60,112,30	173,141,103		
82,134,51	170,140,104		
80,132,49	182,151,69		
80,127,46	178,150,66		
76,137,60	176,149,62		
70,124,49	173,147,62		
62,116,40	172,146,62		
49,94,29	199,173,89		
50,95,30	197,176,95		
55,97,33	209,182,105		
36,65,19	209,182,111		
38,67,21	205,180,123		
39,68,22	211,159,84		
65,86,27	213,160,84		
64,88,30	211,160,81		
63,87,29	213,162,83		
87,130,84	211,159,83		
81,124,79	238,199,94		
81,120,73	255,217,92		
65,111,47	255,220,90		
71,120,54	254,215,84		
74,123,57	240,193,75		
90,138,96	180,146,108		
86,134,94	175,141,103		
84,126,86	167,137,99		
83,121,64	166,136,100		
85,123,66	164,134,98		
87,128,70	180,152,68		
67,122,57	174,150,64		
64,119,52	178,146,59		
62,115,47	180,150,60		
77,138,61	174,146,62		
68,124,51	201,175,88		
62,116,41	199,178,95		
52,94,31	200,182,98		
53,95,32	199,180,111		
55,97,34	205,181,119		
36,65,19	206,158,82		
37,66,20	203,155,79		
37,66,20	203,155,79		
60,84,24	210,158,82		
59,84,26	210,158,82		
58,83,26	255,215,104		
87,130,87	241,209,96		
79,120,80	255,217,94		
81,123,73	255,212,89		
68,112,49	254,202,84		
69,115,51	174,142,103		
69,116,48	173,141,102		
92,141,96	164,134,96		
94,145,102	160,132,95		
86,129,86	161,131,93		
86,124,67	173,148,58		
87,124,70	167,146,53		
88,127,74	174,142,57		
76,130,72	177,147,57		
73,124,65	173,142,59		
66,116,53	211,175,89		
73,129,56	210,183,94		
70,123,51	210,186,100		
65,118,46	203,184,108		
50,92,29	203,181,121		
52,94,31	211,158,82		
55,95,33	206,154,81		
33,62,16	205,156,80		
32,61,15	203,155,81		
32,61,15	213,157,82		
57,83,22	255,235,112		
55,80,23	232,207,104		
51,78,23	239,202,98		
85,126,82	255,223,100		
82,123,79	253,207,87		
81,123,77	177,143,106		
68,114,50	169,139,103		
72,118,54	163,133,95		
74,123,57	167,139,102		
85,128,85	170,140,102		
84,131,89	172,140,53		
86,133,89	166,139,52		
92,131,74	167,141,54		
93,130,76	172,145,54		
95,132,80	173,143,53		
79,134,76	214,179,87		
76,132,71	213,186,97		
76,130,68	223,187,101		
52,92,29	215,186,110		
51,91,28	204,181,114		
49,91,27	215,159,82		
54,106,34	211,155,81		
56,105,39	227,161,85		
59,105,40	235,164,86		
56,106,43	226,165,85		
55,107,41	240,210,114		
51,106,38	233,204,112		
50,84,23	255,210,114		
51,86,22	253,254,114		
53,85,20	254,222,99		
125,159,109	175,141,104		
117,150,103	171,141,103		
107,135,97	168,133,101		
83,132,77	172,138,101		
82,130,78	173,139,101		
79,127,75	174,140,53		
57,99,33	168,138,52		
63,106,37	167,144,51		
63,102,37	170,145,53		
73,115,52	172,146,53		
76,118,54	206,174,87		
78,119,59	206,182,94		
83,130,84	214,183,101		
80,126,77	207,184,106		
80,123,78	205,181,117		
49,89,26	236,200,166		
50,91,25	239,205,167		
50,91,25	255,220,178		
55,108,36	254,241,188		
56,106,35	255,229,181		
58,108,39	239,192,104		
58,110,46	253,203,106		
55,110,43	255,200,99		
50,105,37	246,197,104		
50,84,24	255,194,105		
51,85,24	255,206,137		
53,85,20	253,214,137		
103,134,90	255,214,138		
102,130,89	253,217,131		
113,142,98	255,213,124		
83,130,78	132,88,59		
79,126,74	129,88,58		
80,127,75	130,87,55		
60,100,37	131,88,56		
67,107,44	128,84,55		
63,103,40	254,195,105		
72,114,51	253,203,104		
75,117,53	255,210,109		
75,116,56	254,201,107		
76,122,76	255,194,103		
80,124,75	216,191,161		
79,123,74	255,212,173		
50,91,25	255,232,180		
51,92,26	254,222,175		
51,92,26	255,234,184		
52,105,33	255,198,110		
56,106,33	253,207,111		
57,107,36	255,203,109		
65,117,55	255,201,108		
62,114,50	248,190,106		
56,108,42	255,215,143		
51,84,27	254,230,144		
52,86,26	255,224,141		
54,86,23	255,213,134		
108,141,94	255,211,124		
114,147,100	131,87,58		
121,155,104	127,86,56		
82,126,77	129,88,56		
81,125,76	131,88,56		
81,125,76	129,85,56		
64,102,41	255,191,103		
68,106,45	255,199,102		
66,104,43	255,207,105		
72,114,51	255,196,104		
74,116,52	254,201,97		
75,116,56	237,201,167		
74,117,72	247,207,171		
79,122,76	255,213,164		
84,130,81	255,225,175		
66,103,49	255,230,173		
65,102,48	208,182,108		
69,106,52	247,202,117		
53,102,36	253,218,116		
52,101,35	255,193,113		
53,104,37	254,196,112		
89,133,74	253,247,149		
89,133,74	254,255,153		
88,132,71	255,240,152		
91,134,65	254,210,135		
92,137,68	255,210,127		
94,139,70	131,90,62		
85,125,52	126,87,58		
85,125,52	129,88,58		
86,126,53	128,87,55		
77,119,56	128,87,57		
75,117,53	241,187,97		
75,117,53	255,190,103		
89,132,87	254,195,101		
88,131,88	247,191,98		
84,127,84	249,191,92		
121,169,127	243,208,168		
116,162,123	254,214,163		
117,163,126	240,206,161		
78,120,46	253,215,168		
77,119,45	255,234,177		
77,119,43	254,195,125		
40,89,24	241,193,119		
43,92,26	253,200,120		
50,96,31	254,202,119		
69,108,53	254,193,113		
69,108,53	255,253,146		
69,108,53	255,255,146		
54,103,37	254,229,139		
54,103,37	255,207,131		
52,101,35	253,206,126		
86,130,69	130,90,64		
87,131,70	124,87,60		
87,131,70	127,88,59		
85,130,61	126,87,56		
87,132,63	127,88,59		
94,139,70	255,194,99		
90,130,57	255,193,100		
89,129,56	251,195,98		
88,128,55	242,190,91		
72,114,50	245,189,92		
72,114,50	242,210,172		
73,113,50	255,217,172		
92,135,90	255,218,174		
87,130,85	246,207,166		
85,128,83	255,216,170		
121,166,127	255,246,149		
117,162,123	255,221,132		
116,161,122	255,200,125		
78,121,49	255,199,122		
78,121,49	239,189,116		
79,123,48	253,200,122		
43,92,26	254,214,126		
44,93,27	255,210,129		
48,98,29	255,201,126		
67,106,51	254,201,121		
69,108,53	127,88,59		
70,109,54	123,86,59		
55,104,39	123,86,57		
53,102,37	124,88,56		
51,100,35	124,87,58		
82,124,60	254,201,99		
81,126,61	255,199,102		
83,127,64	255,195,97		
83,128,59	254,195,95		
86,131,62	254,190,93		
95,140,73	255,177,124		
93,135,63	253,181,122		
91,133,61	251,176,119		
87,129,57	240,174,114		
71,111,48	246,166,113		
70,110,47	148,140,119		
69,111,47	146,139,120		
94,137,91	149,142,123		
89,132,87	150,142,123		
86,129,83	149,141,122		
116,158,120	249,188,134		
118,160,122	218,182,124		
113,158,117	230,178,130		
78,121,50	221,174,120		
79,122,51	225,170,116		
82,125,54	132,95,69		
41,92,23	126,90,66		
42,93,24	124,88,62		
45,96,27	123,85,62		
66,114,52	125,85,60		
60,108,46	118,82,60		
63,109,45	120,82,59		
60,106,42	119,81,60		
63,109,45	122,84,63		
62,108,43	123,85,62		
81,120,75	160,123,78		
87,129,83	167,125,75		
94,136,90	165,122,80		
82,126,75	161,113,73		
86,128,80	168,121,79		
83,122,75	255,175,124		
53,104,37	255,177,124		
54,103,37	246,173,118		
56,105,39	248,173,116		
81,108,63	240,169,115		
79,108,60	143,136,117		
78,107,59	144,137,119		
79,111,61	150,143,124		
73,105,56	155,147,126		
70,102,53	151,143,124		
60,108,46	233,186,134		
56,104,42	222,181,127		
59,108,43	248,181,129		
59,105,40	225,174,119		
57,103,38	241,174,121		
59,106,38	130,94,68		
88,130,84	124,90,65		
93,135,87	126,91,63		
97,141,90	127,90,64		
79,121,73	131,90,62		
83,122,77	123,82,64		
83,122,77	123,82,64		
54,103,37	121,80,62		
55,104,38	121,79,63		
56,106,37	132,91,73		
81,108,65	158,124,79		
78,105,60	162,120,78		
79,107,59	161,119,77		
78,112,61	160,115,76		
72,106,56	158,114,75		
69,103,52	241,171,122		
57,105,43	242,172,121		
55,103,41	229,167,116		
56,104,42	224,166,116		
56,103,35	229,163,111		
54,101,33	146,138,115		
56,103,35	151,140,118		
96,138,90	150,139,117		
95,137,87	149,143,121		
96,138,88	145,140,118		
79,118,74	229,188,136		
79,120,76	225,184,132		
88,129,85	236,189,133		
58,107,41	237,177,123		
57,107,38	248,179,124		
56,106,37	130,94,70		
78,107,63	125,90,68		
77,106,60	127,91,65		
79,108,60	134,92,68		
77,114,62	139,95,68		
72,109,58	125,81,70		
71,105,54	124,82,68		
86,123,79	125,83,71		
84,123,76	123,81,69		
84,123,78	131,89,75		
103,141,92	159,124,84		
96,134,85	163,121,83		
92,130,81	167,121,85		
81,124,70	172,119,85		
81,121,68	161,115,79		
78,118,66	232,164,117		
57,97,47	238,166,118		
52,92,42	231,168,117		
47,91,40	221,165,116		
55,103,43	230,164,114		
52,102,39	150,142,121		
51,101,38	155,147,126		
92,136,77	153,145,122		
89,133,72	145,139,117		
93,134,74	142,137,115		
85,120,78	255,218,148		
83,119,75	248,198,139		
82,115,72	227,184,131		
76,116,54	249,182,129		
78,118,58	247,177,125		
84,124,64	129,93,69		
71,94,38	126,91,69		
67,95,36	129,93,67		
69,94,36	134,92,68		
83,122,77	139,95,68		
86,125,78	130,83,67		
87,129,83	130,84,71		
95,133,84	128,84,71		
93,131,82	127,83,70		
93,131,80	129,87,73		
83,126,70	169,124,91		
78,121,67	171,125,92		
78,118,65	173,122,91		
58,98,48	176,121,91		
52,92,42	166,115,84		
46,90,39	216,154,117		
51,99,39	231,162,121		
50,100,37	241,164,118		
48,98,35	235,164,120		
90,131,73	241,164,120		
92,133,73	148,142,120		
93,134,74	154,146,125		
86,121,79	154,146,123		
86,121,79	144,139,117		
88,121,78	140,135,113		
80,120,58	255,197,141		
81,121,58	254,200,138		
85,125,62	255,190,132		
73,97,39	236,179,124		
68,93,35	220,170,121		
66,91,33	123,89,61		
90,133,87	126,92,65		
91,135,86	129,94,66		
92,135,89	131,91,65		
89,125,77	132,91,61		
97,134,83	126,80,64		
95,134,81	127,81,66		
78,123,66	127,84,68		
78,118,65	126,84,70		
77,117,65	122,83,68		
58,95,51	157,114,82		
52,91,46	160,115,86		
50,92,44	159,113,87		
50,99,34	162,112,85		
49,100,34	158,111,81		
49,100,34	201,158,66		
89,133,70	200,161,68		
91,133,70	204,159,66		
90,131,71	200,157,65		
85,117,76	199,153,67		
87,122,80	118,83,64		
95,131,87	114,81,64		
79,119,57	115,82,67		
82,122,60	114,80,68		
83,123,61	116,82,70		
70,95,37	166,131,91		
69,93,35	169,131,92		
68,92,34	167,129,90		
54,97,41	160,125,87		
56,96,43	155,121,84		
56,96,43	98,78,77		
39,84,27	97,77,78		
40,85,30	102,84,84		
42,86,33	109,90,92		
81,123,59	109,93,94		
79,121,57	123,87,37		
77,119,56	126,90,40		
56,99,43	129,93,45		
55,95,42	128,92,42		
55,95,42	132,96,46		
40,85,30	155,116,87		
40,85,30	157,118,89		
41,85,32	164,123,93		
81,126,61	166,119,89		
79,123,60	156,110,86		
78,122,61	199,159,63		
55,98,42	203,163,67		
55,96,40	199,159,64		
54,95,39	192,155,64		
40,87,32	194,153,65		
41,86,31	124,89,70		
40,84,31	122,86,70		
81,126,59	121,85,71		
79,124,59	118,85,68		
79,123,60	114,81,64		
62,114,39	160,126,88		
64,116,41	161,126,86		
65,117,42	161,126,86		
64,118,42	155,121,83		
64,118,42	150,116,79		
61,115,39	105,85,84		
60,114,38	101,81,82		
44,97,19	97,79,79		
42,96,18	96,80,80		
42,96,18	99,83,83		
41,95,20	126,88,39		
41,95,20	126,90,42		
41,95,20	127,91,43		
42,96,21	130,92,45		
79,125,76	128,92,44		
80,128,76	160,123,97		
83,132,77	164,127,100		
84,133,78	172,130,105		
84,132,80	168,124,97		
84,133,78	148,110,87		
85,132,77	205,161,64		
75,109,49	209,165,66		
74,110,49	196,157,64		
74,110,49	187,151,63		
73,109,48	193,152,64		
69,108,45	126,91,72		
66,105,42	125,88,72		
65,104,41	124,87,71		
63,113,40	123,88,69		
66,118,44	120,85,66		
69,121,49	155,123,84		
67,120,48	157,123,85		
65,118,46	156,122,84		
66,119,47	154,120,82		
64,118,43	153,121,83		
42,95,17	114,94,93		
40,93,15	112,92,93		
39,93,17	104,86,86		
40,94,18	96,80,80		
40,94,18	94,78,78		
41,95,19	129,91,42		
41,95,20	128,92,44		
79,123,74	129,91,44		
80,127,75	128,90,43		
85,132,78	124,90,42		
87,136,81	143,113,89		
88,136,84	160,124,98		
90,139,84	159,124,102		
92,142,83	150,118,97		
72,107,49	145,108,90		
74,108,48	205,160,67		
76,112,50	214,165,70		
73,109,45	202,159,67		
71,107,43	190,153,64		
68,104,42	199,156,64		
67,103,41	128,91,73		
64,114,41	124,87,69		
66,116,45	123,86,68		
69,121,49	124,87,69		
69,121,49	124,87,69		
67,119,47	149,120,80		
66,117,48	153,121,82		
66,118,46	155,121,83		
40,93,15	155,123,84		
38,91,13	158,126,87		
38,90,15	110,90,89		
37,91,15	114,94,93		
40,92,18	109,89,90		
41,93,19	99,81,79		
42,94,20	97,79,77		
80,124,73	133,95,46		
80,127,75	131,95,45		
86,133,79	128,92,44		
89,138,83	127,89,42		
90,139,84	126,90,42		
91,140,84	131,99,84		
91,142,83	136,103,86		
72,108,47	138,107,87		
71,107,45	138,105,88		
71,107,45	139,103,87		
69,105,41	196,160,66		
69,105,41	210,166,69		
70,106,42	210,164,70		
69,105,41	200,159,67		
64,114,41	204,159,66		
65,115,42	132,94,75		
66,116,45	125,86,69		
68,118,47	123,84,67		
69,119,48	123,85,66		
69,119,48	123,86,67		
68,118,47	149,117,78		
40,93,15	152,118,80		
38,90,15	151,117,79		
38,90,15	149,117,78		
37,89,15	148,116,77		
39,91,17	104,83,82		
40,92,18	106,86,87		
41,93,21	104,84,85		
78,125,73	101,81,80		
79,126,74	99,81,79		
84,131,77	136,100,48		
88,137,82	133,97,45		
88,137,82	128,92,42		
89,138,82	133,92,46		
88,140,78	130,92,45		
72,108,47	125,93,78		
71,107,45	131,98,81		
69,105,41	138,105,86		
69,105,41	138,105,86		
70,106,42	137,106,88		
69,105,41	168,107,78		
69,105,41	177,110,81		
69,119,46	177,111,85		
68,118,47	160,102,78		
70,120,49	150,99,78		
71,121,50	114,89,32		
72,119,49	112,85,30		
68,118,47	114,84,32		
67,117,44	117,83,35		
39,91,16	117,80,35		
38,90,15	152,105,85		
37,89,14	137,95,73		
38,88,15	134,93,71		
39,89,16	134,92,68		
40,90,19	140,94,68		
42,92,21	252,187,95		
77,124,70	255,177,92		
77,126,71	255,171,88		
83,132,77	255,174,88		
87,136,81	255,183,91		
87,136,81	255,232,155		
86,135,79	253,225,142		
84,136,74	255,221,147		
73,109,48	253,226,149		
71,107,45	252,229,151		
71,107,45	171,110,81		
69,108,43	175,112,81		
68,107,42	169,109,81		
69,105,41	152,102,75		
69,105,41	140,96,71		
69,119,48	110,83,28		
68,118,49	110,80,28		
72,122,53	112,80,31		
73,123,54	115,81,33		
68,118,49	118,81,36		
68,118,47	143,98,77		
68,118,47	137,97,72		
39,90,15	144,100,75		
38,88,15	142,96,70		
38,88,15	138,94,69		
36,88,14	255,189,98		
38,90,16	254,185,92		
42,89,17	255,183,88		
42,92,19	253,176,88		
75,122,67	255,180,89		
77,124,69	254,221,150		
81,128,73	254,216,141		
84,133,78	255,217,145		
85,134,79	255,229,148		
83,137,79	254,231,153		
84,138,78	181,115,83		
72,107,49	184,115,84		
70,108,47	174,111,80		
70,109,46	159,105,77		
70,109,46	139,93,69		
67,106,41	110,83,30		
70,106,42	112,80,31		
70,106,42	115,81,33		
69,120,51	118,81,36		
69,120,53	119,82,38		
71,122,55	134,92,68		
74,125,58	139,97,72		
73,124,55	143,97,71		
71,121,52	155,105,80		
70,122,50	148,101,75		
38,89,14	252,185,94		
37,87,14	255,183,91		
37,87,14	255,187,92		
37,89,15	255,175,90		
39,91,17	255,175,88		
42,89,19	255,219,148		
42,92,21	255,216,139		
75,123,65	255,214,140		
75,125,66	253,217,143		
79,128,72	255,224,151		
82,131,75	178,115,82		
83,132,76	175,116,84		
83,132,76	172,113,79		
85,135,76	162,112,79		
71,109,50	143,97,71		
71,109,48	115,85,33		
71,110,47	117,85,36		
71,110,47	118,84,36		
69,108,43	119,82,37		
69,105,41	121,83,38		
69,105,41	135,93,68		
63,116,46	138,96,71		
60,110,39	142,96,72		
57,107,36	153,103,80		
53,105,33	165,111,85		
50,102,28	255,190,96		
47,101,26	255,182,88		
46,100,25	255,179,85		
79,119,69	255,178,86		
77,119,69	236,170,84		
76,118,68	254,225,147		
75,119,68	255,235,140		
76,120,69	253,226,139		
74,118,67	253,216,138		
74,118,67	255,220,147		
67,109,43	179,119,82		
68,110,44	175,119,84		
67,112,45	167,113,77		
65,110,43	158,109,76		
69,114,47	153,104,72		
72,119,51	120,89,35		
71,117,52	119,86,35		
80,123,67	118,85,34		
80,123,69	120,84,34		
85,128,74	123,87,37		
87,131,78	143,99,72		
87,131,78	139,97,72		
91,133,83	146,100,76		
90,132,82	150,104,80		
60,113,41	157,112,83		
56,106,33	254,188,94		
54,104,31	254,184,89		
51,103,29	255,184,86		
47,101,26	255,178,85		
44,98,23	235,169,83		
43,97,22	255,233,143		
74,114,64	254,226,142		
76,115,68	254,221,140		
76,118,70	254,217,139		
76,120,71	255,212,139		
77,121,72	221,171,84		
75,119,70	231,185,91		
72,116,67	249,189,91		
65,110,45	241,187,89		
66,111,44	229,187,89		
68,113,46	192,150,74		
66,113,45	189,147,73		
67,114,46	185,147,74		
70,117,49	184,146,73		
71,117,52	189,150,73		
79,122,66	116,100,40		
81,124,70	114,98,39		
82,125,71	116,97,39		
88,131,78	114,95,37		
95,138,85	110,91,32		
88,130,80	190,159,112		
86,128,78	189,159,109		
54,106,32	190,160,110		
50,100,27	188,154,106		
48,100,25	189,152,100		
46,98,23	222,181,93		
43,97,21	230,184,96		
41,95,19	245,191,93		
39,96,19	255,192,95		
74,114,64	235,186,94		
74,113,66	85,70,13		
76,118,70	84,69,12		
81,123,75	83,68,13		
80,122,74	83,68,13		
76,118,70	81,68,13		
76,118,70	123,94,28		
68,113,48	124,95,27		
66,111,46	125,96,28		
67,112,45	125,96,28		
69,116,48	124,95,27		
69,116,48	222,170,84		
68,115,47	225,179,85		
69,115,50	232,182,87		
83,124,68	225,187,88		
85,125,72	234,191,89		
83,123,70	191,149,75		
83,126,72	186,148,75		
89,132,78	185,145,73		
90,133,80	192,148,75		
88,130,80	196,152,77		
51,101,28	117,101,42		
46,98,23	116,97,39		
45,97,22	115,96,38		
43,97,21	114,95,37		
41,95,19	111,92,33		
38,95,18	192,161,114		
37,94,17	195,158,113		
76,114,63	200,162,115		
76,116,64	197,156,110		
76,118,68	191,153,104		
81,123,73	224,179,94		
79,121,71	226,189,98		
77,117,67	244,201,97		
78,118,68	240,197,95		
71,116,51	234,187,95		
67,112,45	84,69,12		
64,109,42	84,69,12		
67,112,45	84,69,14		
71,116,49	83,68,13		
71,118,50	81,68,13		
68,115,47	123,94,26		
82,123,67	123,94,26		
81,122,66	124,95,27		
85,126,70	124,95,25		
84,127,71	123,94,24		
84,127,71	236,172,84		
87,130,77	248,182,86		
89,132,79	243,185,85		
47,97,24	230,185,84		
44,96,21	231,190,85		
41,95,19	191,149,77		
41,95,19	194,150,79		
37,94,17	191,147,76		
37,94,17	191,148,79		
37,94,17	195,151,80		
74,113,60	117,101,41		
75,115,62	118,99,40		
74,117,63	117,97,38		
77,120,67	115,95,36		
77,120,67	112,93,34		
78,118,68	185,157,110		
80,120,70	198,160,113		
68,113,46	201,160,114		
67,112,45	196,159,107		
64,109,42	192,156,106		
63,108,41	230,185,94		
67,112,45	241,187,97		
71,116,49	245,202,98		
68,113,46	236,192,95		
79,123,64	223,183,95		
77,120,64	82,70,12		
86,129,73	83,71,13		
90,133,77	82,69,14		
88,131,75	83,68,13		
84,129,74	81,68,15		
88,133,78	123,94,24		
46,96,25	123,94,24		
40,94,18	123,95,22		
37,94,17	123,95,22		
37,94,17	122,94,21		
37,93,18	230,168,81		
35,93,17	235,181,83		
35,93,17	239,179,81		
72,111,54	222,183,80		
73,114,58	223,186,82		
72,112,59	190,147,79		
75,115,63	193,151,79		
75,118,65	192,150,78		
75,118,65	191,151,82		
76,119,65	196,154,80		
65,112,42	117,101,41		
66,111,42	119,100,41		
67,112,43	117,98,39		
65,110,41	114,95,36		
64,109,42	110,91,32		
67,112,45	190,159,113		
68,113,46	196,155,111		
82,126,67	197,159,114		
83,126,70	193,162,108		
87,132,75	190,158,107		
89,134,79	239,189,94		
87,132,77	236,187,94		
91,136,81	249,190,96		
92,137,82	246,192,96		
42,93,24	236,187,95		
38,94,19	82,70,12		
37,93,18	82,70,12		
38,94,19	81,68,13		
38,96,20	81,68,13		
37,95,19	81,68,15		
37,95,19	121,93,20		
69,110,50	123,95,22		
70,111,53	124,96,23		
71,112,56	124,96,23		
70,113,59	123,95,22		
72,115,61	217,165,81		
73,116,62	233,169,82		
72,115,59	234,173,84		
65,112,42	221,174,82		
65,112,42	216,181,81		
67,112,43	190,146,81		
68,113,44	191,148,80		
67,112,43	188,148,78		
67,112,43	190,150,78		
68,113,46	194,150,79		
82,125,69	117,101,41		
85,130,73	117,98,39		
87,132,77	115,96,37		
88,132,79	114,95,36		
86,133,81	111,92,33		
87,134,79	205,165,116		
87,134,79	193,161,110		
115,173,63	189,160,116		
115,173,63	202,161,115		
115,173,63	197,159,110		
115,172,65	230,185,94		
116,173,66	230,185,94		
116,173,68	229,186,91		
116,173,66	248,194,96		
108,164,63	253,194,94		
110,165,64	81,69,11		
108,163,62	82,70,12		
107,162,60	80,67,12		
105,160,59	79,66,11		
103,155,55	81,68,15		
99,153,55	121,93,20		
73,140,35	122,94,21		
74,141,38	124,96,23		
75,141,43	124,96,23		
76,142,45	124,96,23		
81,147,50	214,177,86		
84,149,55	217,178,83		
86,149,58	210,171,78		
116,174,64	209,170,77		
116,174,64	207,166,76		
115,173,63	239,195,90		
116,173,66	211,178,83		
117,174,67	208,180,83		
119,176,71	211,178,83		
119,176,69	207,179,82		
106,164,64	227,184,90		
106,164,62	212,181,88		
105,163,60	214,181,88		
103,161,58	206,175,82		
101,159,56	198,171,82		
98,155,52	193,141,101		
99,157,54	196,143,103		
74,141,35	199,146,104		
77,144,39	202,142,105		
76,143,40	207,144,103		
75,141,41	154,116,77		
77,145,46	155,117,80		
82,148,50	153,115,78		
85,149,55	152,112,76		
117,174,67	150,112,76		
117,174,67	232,182,87		
116,174,64	240,188,86		
115,172,65	216,171,78		
115,174,68	211,170,78		
118,177,71	207,172,80		
119,176,71	246,202,93		
102,160,60	230,193,87		
102,160,58	222,190,87		
101,159,56	212,187,86		
100,158,55	217,190,85		
100,158,55	205,171,81		
99,156,53	209,176,81		
98,156,53	210,177,82		
79,147,38	195,168,81		
80,147,41	208,175,82		
79,146,41	190,138,101		
79,146,43	188,136,99		
79,147,46	188,138,101		
81,147,49	194,138,101		
87,151,57	213,144,102		
117,174,67	158,118,82		
117,174,67	160,120,84		
116,173,66	163,120,85		
115,172,67	163,121,83		
116,175,69	164,124,88		
120,178,75	231,185,89		
118,175,72	221,182,87		
101,159,57	211,175,78		
99,160,57	214,173,81		
98,159,55	210,173,84		
95,157,50	231,194,88		
96,158,51	222,191,85		
96,158,51	214,189,86		
96,158,49	214,189,86		
82,148,38	209,186,82		
81,147,37	218,179,84		
80,148,39	226,183,88		
82,149,43	216,180,84		
84,151,46	210,175,81		
87,153,53	208,178,82		
94,158,62	190,141,101		
115,172,65	187,137,100		
115,172,65	188,136,97		
118,175,68	192,138,100		
118,175,70	231,148,108		
118,176,73	156,120,86		
119,177,74	164,124,88		
118,176,73	171,127,92		
100,158,56	173,129,94		
100,161,58	174,130,91		
98,159,55	224,186,89		
94,156,49	210,179,88		
94,156,49	211,174,83		
97,159,52	212,177,83		
98,160,51	211,176,86		
83,149,39	227,188,83		
83,149,39	220,187,82		
81,149,40	220,187,84		
82,149,43	231,193,86		
85,152,49	214,182,83		
91,157,59	215,179,85		
100,161,68	241,194,90		
114,171,66	225,186,83		
115,172,65	218,183,81		
119,176,71	205,177,80		
121,178,75	196,138,100		
118,176,74	193,139,103		
117,175,73	191,137,101		
120,178,78	189,137,100		
97,158,54	230,153,111		
97,158,54	157,119,83		
95,157,50	159,120,81		
91,154,47	163,123,87		
93,157,47	163,123,88		
97,160,53	165,126,87		
99,161,54	229,185,88		
83,151,42	234,184,89		
81,149,40	233,187,91		
81,149,40	219,183,87		
85,152,47	217,176,86		
89,156,53	213,184,80		
92,156,60	213,184,80		
97,157,67	221,186,82		
116,173,68	229,197,86		
117,174,69	219,191,84		
119,174,72	208,180,83		
121,177,76	210,180,84		
118,176,74	206,180,85		
118,176,76	213,184,82		
121,179,79	208,183,80		
95,156,52	204,146,106		
94,155,51	208,145,110		
93,155,48	195,141,105		
90,153,46	193,141,104		
93,157,47	232,158,113		
96,159,52	158,118,83		
100,161,57	154,116,79		
84,151,45	153,117,83		
85,152,46	148,113,81		
86,153,47	151,115,81		
86,153,48	105,117,95		
89,155,55	106,118,98		
93,157,63	105,117,95		
99,157,70	99,111,87		
78,134,45	97,107,82		
